"seqnames" "start" "end" "width" "strand" "value_pos" "peak" "feature" "feature.ranges.start" "feature.ranges.end" "feature.ranges.width" "feature.strand" "distance" "insideFeature" "distanceToSite" "gene_name"
"chrX" 74144324 74144727 404 "*" 0.540835769006367 "X812" "ENSG00000050030" 73952684 74145282 192599 "-" 0 "inside" 554 "KIAA2022"
"chrX" 68725052 68725088 37 "*" 0.540255195536323 "X813" "ENSG00000130054" 68725084 68752351 27268 "+" 0 "overlapStart" 0 "FAM155B"
"chrY" 14774019 14774198 180 "*" 0.540105595782841 "X814" "ENSG00000233864" 14774265 14804162 29898 "+" 66 "upstream" 66 "TTTY15"
"chrX" 48910725 48911192 468 "*" 0.540045744985967 "X815" "ENSG00000147144" 48911101 48927509 16409 "+" 0 "overlapStart" 0 "CCDC120"
"chrX" 129114948 129115067 120 "*" 0.539798793186988 "X816" "ENSG00000085185" 129115083 129192058 76976 "+" 15 "upstream" 15 "BCORL1"
"chrX" 37764816 37765302 487 "*" 0.539587553397167 "X817" "ENSG00000259977" 37765400 37808658 43259 "+" 97 "upstream" 97 "AL121578.2"
"chr1" 11160113 11160325 213 "*" 0.539273573050226 "X818" "ENSG00000230337" 11159732 11162157 2426 "+" 0 "inside" 380 "RP4-635E18.6"
"chr1" 11160113 11160325 213 "*" 0.539273573050226 "X818" "ENSG00000171824" 11126675 11159938 33264 "-" 174 "upstream" 174 "EXOSC10"
"chrX" 19140934 19141251 318 "*" 0.538506726426045 "X820" "ENSG00000173698" 19007427 19140755 133329 "-" 178 "upstream" 178 "GPR64"
"chrX" 99664089 99664578 490 "*" 0.537428919628721 "X821" "ENSG00000165194" 99546642 99665271 118630 "-" 0 "inside" 692 "PCDH19"
"chrX" 133930054 133930360 307 "*" 0.536364070169774 "X823" "ENSG00000156500" 133930819 133988640 57822 "+" 458 "upstream" 458 "FAM122C"
"chrX" 133930054 133930360 307 "*" 0.536364070169774 "X823" "ENSG00000156504" 133903596 133931262 27667 "-" 0 "inside" 901 "FAM122B"
"chr1" 47133953 47134527 575 "*" 0.535238635540152 "X824" "ENSG00000186118" 47134527 47139266 4740 "+" 0 "overlapStart" 0 "TEX38"
"chr1" 47133953 47134527 575 "*" 0.535238635540152 "X824" "ENSG00000233647" 47131582 47132047 466 "-" 1905 "upstream" 1905 "RP11-8J9.1"
"chrX" 69665036 69665233 198 "*" 0.534787160699213 "X826" "ENSG00000082458" 69664711 69725337 60627 "+" 0 "inside" 324 "DLG3"
"chr1" 31846397 31846873 477 "*" 0.534781655282512 "X827" "ENSG00000121769" 31838472 31849697 11226 "-" 0 "inside" 2823 "FABP3"
"chr1" 205537752 205537877 126 "*" 0.534430457994936 "X828" "ENSG00000174514" 205538013 205572046 34034 "+" 135 "upstream" 135 "MFSD4"
"chrX" 139585768 139586310 543 "*" 0.533388811943266 "X829" "ENSG00000134595" 139585152 139587225 2074 "-" 0 "inside" 914 "SOX3"
"chrX" 139173266 139173584 319 "*" 0.533189890679613 "X830" "ENSG00000230707" 139173902 139174720 819 "+" 317 "upstream" 317 "RP11-364B14.3"
"chrX" 107979401 107979700 300 "*" 0.532634830691415 "X831" "ENSG00000260548" 107965300 107975917 10618 "-" 3483 "upstream" 3483 "RP6-24A23.6"
"chrX" 107979401 107979700 300 "*" 0.532634830691415 "X831" "ENSG00000237863" 107979241 107982133 2893 "+" 0 "inside" 159 "RP6-24A23.3"
"chrX" 107979401 107979700 300 "*" 0.532634830691415 "X831" "ENSG00000133124" 107975712 107979651 3940 "-" 0 "overlapStart" 0 "IRS4"
"chr1" 45965343 45965797 455 "*" 0.532125895728262 "X832" "ENSG00000132763" 45965725 45976739 11015 "+" 0 "overlapStart" 0 "MMACHC"
"chr1" 45965343 45965797 455 "*" 0.532125895728262 "X832" "ENSG00000236624" 45959538 45965751 6214 "-" 0 "overlapStart" 0 "CCDC163P"
"chrX" 153664862 153665103 242 "*" 0.5319312103619 "X835" "ENSG00000203879" 153665266 153671814 6549 "+" 162 "upstream" 162 "GDI1"
"chrX" 103087077 103087380 304 "*" 0.531546116095679 "X836" "ENSG00000123570" 103077252 103087158 9907 "-" 0 "overlapStart" 0 "RAB9B"
"chrX" 133371383 133371717 335 "*" 0.531438074144163 "X838" "ENSG00000203952" 133371077 133380237 9161 "+" 0 "inside" 305 "CCDC160"
"chrX" 103498585 103499074 490 "*" 0.530009298737026 "X841" "ENSG00000123576" 103494719 103499614 4896 "-" 0 "inside" 539 "ESX1"
"chrY" 7141681 7142073 393 "*" 0.529854025031504 "X842" "ENSG00000099725" 7142013 7249589 107577 "+" 0 "overlapStart" 0 "PRKY"
"chrX" 99987037 99987184 148 "*" 0.529410469770108 "X845" "ENSG00000102362" 99929488 99987110 57623 "-" 0 "overlapStart" 0 "SYTL4"
"chrX" 139590116 139590479 364 "*" 0.529127375275743 "X846" "ENSG00000134595" 139585152 139587225 2074 "-" 2890 "upstream" 2890 "SOX3"
"chrX" 149533878 149534258 381 "*" 0.52895710703508 "X847" "ENSG00000013619" 149529689 149682448 152760 "+" 0 "inside" 4188 "MAMLD1"
"chrX" 153284899 153285158 260 "*" 0.528635930972337 "X848" "ENSG00000184216" 153275951 153285431 9481 "-" 0 "inside" 272 "IRAK1"
"chrX" 49020084 49020116 33 "*" 0.527625112642975 "X849" "ENSG00000017621" 49019061 49024822 5762 "+" 0 "inside" 1022 "MAGIX"
"chrX" 101186679 101186994 316 "*" 0.527389572550311 "X850" "ENSG00000166432" 101137262 101187004 49743 "-" 0 "inside" 9 "ZMAT1"
"chr1" 234614745 234615169 425 "*" 0.527232164120472 "X851" "ENSG00000059588" 234527059 234614849 87791 "-" 0 "overlapStart" 0 "TARBP1"
"chrX" 68836571 68836774 204 "*" 0.527176349390351 "X852" "ENSG00000158813" 68835911 69259319 423409 "+" 0 "inside" 659 "EDA"
"chrX" 153607806 153607981 176 "*" 0.526694114583718 "X853" "ENSG00000196924" 153576892 153603006 26115 "-" 4799 "upstream" 4799 "FLNA"
"chrX" 153607806 153607981 176 "*" 0.526694114583718 "X853" "ENSG00000102119" 153607557 153609883 2327 "+" 0 "inside" 248 "EMD"
"chrX" 50214405 50214570 166 "*" 0.526144120081236 "X854" "ENSG00000204466" 50108408 50213737 105330 "-" 667 "upstream" 667 "DGKK"
"chrX" 11775676 11775785 110 "*" 0.52610964237289 "X855" "ENSG00000005302" 11776278 11793870 17593 "+" 492 "upstream" 492 "MSL3"
"chrX" 51075530 51075797 268 "*" 0.52587537713992 "X857" "ENSG00000122824" 51075083 51080377 5295 "+" 0 "inside" 446 "NUDT10"
"chrX" 73513412 73513464 53 "*" 0.525749380209444 "X858" "ENSG00000230590" 73183790 73513409 329620 "-" 2 "upstream" 2 "FTX"
"chrX" 150565243 150565466 224 "*" 0.525246716317805 "X859" "ENSG00000160131" 150564987 150577836 12850 "+" 0 "inside" 255 "VMA21"
"chrX" 153607129 153607534 406 "*" 0.52512717878033 "X860" "ENSG00000196924" 153576892 153603006 26115 "-" 4122 "upstream" 4122 "FLNA"
"chrX" 153607129 153607534 406 "*" 0.52512717878033 "X860" "ENSG00000102119" 153607557 153609883 2327 "+" 22 "upstream" 22 "EMD"
"chrX" 66764893 66765446 554 "*" 0.525050160539596 "X861" "ENSG00000169083" 66764465 66950461 185997 "+" 0 "inside" 427 "AR"
"chrX" 122318829 122319148 320 "*" 0.524156017824443 "X862" "ENSG00000125675" 122318006 122624766 306761 "+" 0 "inside" 822 "GRIA3"
"chrX" 21393306 21393585 280 "*" 0.523799597592826 "X863" "ENSG00000149970" 21392536 21672813 280278 "+" 0 "inside" 769 "CNKSR2"
"chrX" 149530886 149531112 227 "*" 0.523604914626367 "X864" "ENSG00000013619" 149529689 149682448 152760 "+" 0 "inside" 1196 "MAMLD1"
"chrX" 129244631 129244816 186 "*" 0.523438879246715 "X865" "LRG_335" 129198895 129244475 45581 "-" 155 "upstream" 155 "LRG_335"
"chrX" 129244631 129244816 186 "*" 0.523438879246715 "X865" "ENSG00000102034" 129198849 129244691 45843 "-" 0 "overlapStart" 0 "ELF4"
"chrX" 74145012 74145551 540 "*" 0.523430449245661 "X866" "ENSG00000050030" 73952684 74145282 192599 "-" 0 "overlapStart" 0 "KIAA2022"
"chrX" 107683309 107683435 127 "*" 0.522888084027262 "X867" "ENSG00000197565" 107386780 107682727 295948 "-" 581 "upstream" 581 "COL4A6"
"chrX" 107683309 107683435 127 "*" 0.522888084027262 "X867" "ENSG00000188153" 107683074 107940775 257702 "+" 0 "inside" 234 "COL4A5"
"chrX" 153665624 153665799 176 "*" 0.522779492074079 "X868" "ENSG00000203879" 153665266 153671814 6549 "+" 0 "inside" 357 "GDI1"
"chrX" 122866753 122867073 321 "*" 0.522613616852448 "X869" "ENSG00000125676" 122734412 122866906 132495 "-" 0 "overlapStart" 0 "THOC2"
"chr1" 101701527 101701965 439 "*" 0.522486775193762 "X870" "ENSG00000170989" 101702444 101707074 4631 "+" 478 "upstream" 478 "S1PR1"
"chr1" 101701527 101701965 439 "*" 0.522486775193762 "X870" "ENSG00000225938" 101701239 101702084 846 "-" 0 "inside" 118 "RP4-575N6.4"
"chrX" 154299274 154299395 122 "*" 0.522243237698413 "X871" "ENSG00000182712" 154289897 154299637 9741 "-" 0 "inside" 241 "CMC4"
"chrX" 154299274 154299395 122 "*" 0.522243237698413 "X871" "ENSG00000185515" 154299695 154351349 51655 "+" 299 "upstream" 299 "BRCC3"
"chrX" 153672702 153672898 197 "*" 0.522080101802495 "X872" "ENSG00000071859" 153672473 153679002 6530 "+" 0 "inside" 228 "FAM50A"
"chrX" 119385541 119385834 294 "*" 0.521913120572325 "X873" "ENSG00000177485" 119384607 119392253 7647 "+" 0 "inside" 933 "ZBTB33"
"chrX" 132548882 132549297 416 "*" 0.52162823234029 "X874" "ENSG00000076716" 132434131 132549518 115388 "-" 0 "inside" 220 "GPC4"
"chrX" 103811660 103812042 383 "*" 0.521040685266286 "X875" "ENSG00000189108" 103810996 105011822 1200827 "+" 0 "inside" 663 "IL1RAPL2"
"chrX" 124339778 124339995 218 "*" 0.520059547119713 "X876" "ENSG00000232599" 124337654 124338187 534 "-" 1590 "upstream" 1590 "RP1-161N10.1"
"chrX" 152989424 152989807 384 "*" 0.51972066382588 "X877" "ENSG00000185825" 152965947 152990152 24206 "-" 0 "inside" 344 "BCAP31"
"chrX" 152989424 152989807 384 "*" 0.51972066382588 "X877" "ENSG00000101986" 152990323 153010216 19894 "+" 515 "upstream" 515 "ABCD1"
"chrX" 48534493 48534872 380 "*" 0.519420958113961 "X878" "ENSG00000015285" 48534985 48549818 14834 "+" 112 "upstream" 112 "WAS"
"chrX" 102024057 102024320 264 "*" 0.518854251005537 "X880" "ENSG00000223546" 102024089 102140334 116246 "+" 0 "overlapStart" 0 "LINC00630"
"chrX" 57022079 57022192 114 "*" 0.51879233949574 "X881" "ENSG00000204271" 57002803 57021970 19168 "-" 108 "upstream" 108 "SPIN3"
"chrX" 153200109 153200492 384 "*" 0.518771746376413 "X882" "ENSG00000089820" 153172821 153200452 27632 "-" 0 "overlapStart" 0 "ARHGAP4"
"chrX" 153200109 153200492 384 "*" 0.518771746376413 "X882" "ENSG00000102030" 153194695 153200676 5982 "-" 0 "inside" 183 "NAA10"
"chrX" 115084903 115085326 424 "*" 0.518331567282058 "X884" "ENSG00000235244" 115033604 115085422 51819 "-" 0 "inside" 95 "RP11-761E20.1"
"chrX" 153237590 153237805 216 "*" 0.51791539602688 "X885" "ENSG00000172534" 153213004 153237258 24255 "-" 331 "upstream" 331 "HCFC1"
"chrX" 153237590 153237805 216 "*" 0.51791539602688 "X885" "ENSG00000177854" 153237778 153248646 10869 "+" 0 "overlapStart" 0 "TMEM187"
"chr1" 175161526 175161787 262 "*" 0.517893674004686 "X886" "ENSG00000235750" 175126123 175162135 36013 "-" 0 "inside" 347 "KIAA0040"
"chr1" 28198813 28199109 297 "*" 0.517654920235303 "X887" "ENSG00000130775" 28199055 28213196 14142 "+" 0 "overlapStart" 0 "THEMIS2"
"chrX" 134655893 134656158 266 "*" 0.517475296790354 "X888" "ENSG00000165359" 134654584 134716435 61852 "+" 0 "inside" 1308 "DDX26B"
"chrX" 134655893 134656158 266 "*" 0.517475296790354 "X888" "ENSG00000225235" 134654008 134654599 592 "-" 1293 "upstream" 1293 "DDX26B-AS1"
"chr1" 11919018 11919554 537 "*" 0.517462197852217 "X889" "ENSG00000120937" 11917521 11918988 1468 "-" 29 "upstream" 29 "NPPB"
"chrX" 129535465 129535800 336 "*" 0.517371104895444 "X890" "ENSG00000134597" 129535943 129547317 11375 "+" 142 "upstream" 142 "RBMX2"
"chrX" 51486354 51486845 492 "*" 0.517027572528437 "X891" "ENSG00000189369" 51486481 51489324 2844 "+" 0 "overlapStart" 0 "GSPT2"
"chrX" 124339093 124339462 370 "*" 0.516973225575384 "X892" "ENSG00000232599" 124337654 124338187 534 "-" 905 "upstream" 905 "RP1-161N10.1"
"chrX" 18693162 18693585 424 "*" 0.515131446897203 "X899" "ENSG00000102104" 18658030 18690229 32200 "-" 2932 "upstream" 2932 "RS1"
"chrX" 18693162 18693585 424 "*" 0.515131446897203 "X899" "ENSG00000086717" 18694029 18846039 152011 "+" 443 "upstream" 443 "PPEF1"
"chr1" 28559339 28559620 282 "*" 0.513872442089929 "X901" "ENSG00000126698" 28525967 28559536 33570 "-" 0 "overlapStart" 0 "DNAJC8"
"chr1" 28559339 28559620 282 "*" 0.513872442089929 "X901" "ENSG00000130770" 28562620 28573417 10798 "+" 2999 "upstream" 2999 "ATPIF1"
"chrX" 11683977 11684119 143 "*" 0.513558611169886 "X903" "ENSG00000047648" 11136239 11683821 547583 "-" 155 "upstream" 155 "ARHGAP6"
"chr1" 205719204 205719564 361 "*" 0.512224774288497 "X904" "ENSG00000069275" 205681947 205719404 37458 "-" 0 "overlapStart" 0 "NUCKS1"
"chrX" 18443708 18443740 33 "*" 0.512042079518548 "X905" "ENSG00000008086" 18443703 18671749 228047 "+" 0 "inside" 4 "CDKL5"
"chrX" 47092288 47092729 442 "*" 0.512004167509382 "X906" "ENSG00000102226" 47092089 47107727 15639 "+" 0 "inside" 198 "USP11"
"chrX" 37209004 37209388 385 "*" 0.511530709624644 "X907" "ENSG00000130962" 37208528 37316548 108021 "+" 0 "inside" 475 "PRRG1"
"chrX" 37209004 37209388 385 "*" 0.511530709624644 "X907" "ENSG00000250349" 37208583 38546928 1338346 "+" 0 "inside" 420 "TM4SF2"
"chrX" 106045737 106045920 184 "*" 0.511485925723044 "X908" "ENSG00000133138" 106045910 106119375 73466 "+" 0 "overlapStart" 0 "TBC1D8B"
"chr1" 19229053 19229528 476 "*" 0.511203234036603 "X909" "ENSG00000159423" 19197926 19229275 31350 "-" 0 "overlapStart" 0 "ALDH4A1"
"chr1" 50489596 50489730 135 "*" 0.511002592950276 "X911" "ENSG00000186094" 48998527 50489585 1491059 "-" 10 "upstream" 10 "AGBL4"
"chr1" 11994281 11994697 417 "*" 0.510753646421059 "X912" "ENSG00000083444" 11994262 12035595 41334 "+" 0 "inside" 18 "PLOD1"
"chrX" 70315455 70315735 281 "*" 0.508870213929423 "X913" "ENSG00000184481" 70316047 70323385 7339 "+" 311 "upstream" 311 "FOXO4"
"chr1" 2458098 2458298 201 "*" 0.507922330353715 "X914" "ENSG00000157881" 2439972 2458039 18068 "-" 58 "upstream" 58 "PANK4"
"chr1" 161369648 161369970 323 "*" 0.507829446476365 "X915" "ENSG00000206921" 161371079 161371185 107 "+" 1108 "upstream" 1108 "RNU6-481P"
"chr1" 44435457 44435673 217 "*" 0.50759671465928 "X916" "ENSG00000132768" 44435672 44439041 3370 "+" 0 "overlapStart" 0 "DPH2"
"chr1" 44435457 44435673 217 "*" 0.50759671465928 "X916" "ENSG00000117410" 44440159 44443967 3809 "+" 4485 "upstream" 4485 "ATP6V0B"
"chr1" 226497240 226497537 298 "*" 0.506744027419155 "X917" "ENSG00000183814" 226418850 226497570 78721 "-" 0 "inside" 32 "LIN9"
"chrX" 15693595 15693956 362 "*" 0.506467428820549 "X918" "ENSG00000186312" 15693055 15721847 28793 "+" 0 "inside" 539 "CA5BP1"
"chr1" 151882157 151882621 465 "*" 0.506276528092315 "X919" "ENSG00000159445" 151846060 151882284 36225 "-" 0 "overlapStart" 0 "THEM4"
"chr1" 76251458 76251865 408 "*" 0.506152408534579 "X920" "ENSG00000137955" 76251879 76260764 8886 "+" 13 "upstream" 13 "RABGGTB"
"chr1" 76251458 76251865 408 "*" 0.506152408534579 "X920" "ENSG00000206620" 76252757 76252835 79 "+" 891 "upstream" 891 "SNORD45C"
"chr1" 76251458 76251865 408 "*" 0.506152408534579 "X920" "ENSG00000207241" 76253574 76253657 84 "+" 1708 "upstream" 1708 "SNORD45A"
"chr1" 76251458 76251865 408 "*" 0.506152408534579 "X920" "ENSG00000201487" 76255162 76255233 72 "+" 3296 "upstream" 3296 "SNORD45B"
"chrX" 8699141 8699687 547 "*" 0.505677719685719 "X921" "ENSG00000011201" 8496915 8700227 203313 "-" 0 "inside" 539 "KAL1"
"chr1" 63154287 63154668 382 "*" 0.505666407038411 "X922" "ENSG00000116641" 62920399 63153969 233571 "-" 317 "upstream" 317 "DOCK7"
"chr1" 63154287 63154668 382 "*" 0.505666407038411 "X922" "ENSG00000235545" 63154153 63176365 22213 "+" 0 "inside" 133 "RP11-230B22.1"
"chr1" 99127056 99127446 391 "*" 0.505603804021717 "X923" "ENSG00000162627" 99127236 99226056 98821 "+" 0 "overlapStart" 0 "SNX7"
"chr1" 94375027 94375598 572 "*" 0.505420348486272 "X924" "ENSG00000023909" 94350761 94374966 24206 "-" 60 "upstream" 60 "GCLM"
"chr1" 39874964 39875238 275 "*" 0.505404844742014 "X925" "ENSG00000255103" 39876151 39882154 6004 "+" 912 "upstream" 912 "KIAA0754"
"chr1" 72748124 72748610 487 "*" 0.505163323631965 "X926" "ENSG00000172260" 71861623 72748417 886795 "-" 0 "overlapStart" 0 "NEGR1"
"chr1" 171711313 171711841 529 "*" 0.505095065148805 "X927" "ENSG00000117533" 171669300 171711387 42088 "-" 0 "overlapStart" 0 "VAMP4"
"chr1" 160068504 160068676 173 "*" 0.504462642048425 "X928" "ENSG00000162729" 160061130 160068733 7604 "-" 0 "inside" 56 "IGSF8"
"chrX" 13706962 13707135 174 "*" 0.504116985784234 "X929" "ENSG00000123595" 13707244 13728625 21382 "+" 108 "upstream" 108 "RAB9A"
"chr1" 202858236 202858430 195 "*" 0.503894408702844 "X930" "ENSG00000183155" 202848085 202858263 10179 "-" 0 "overlapStart" 0 "RABIF"
"chr1" 155579657 155579900 244 "*" 0.503843670289468 "X931" "ENSG00000125459" 155579979 155718153 138175 "+" 78 "upstream" 78 "MSTO1"
"chr1" 155579657 155579900 244 "*" 0.503843670289468 "X931" "ENSG00000203761" 155581011 155720105 139095 "+" 1110 "upstream" 1110 "MSTO2P"
"chr1" 155579657 155579900 244 "*" 0.503843670289468 "X931" "ENSG00000232519" 155579567 155580171 605 "-" 0 "inside" 270 "RP11-29H23.4"
"chr1" 236958430 236958653 224 "*" 0.503815158187013 "X932" "ENSG00000116984" 236958610 237067281 108672 "+" 0 "overlapStart" 0 "MTR"
"chr1" 161015822 161016081 260 "*" 0.503342260158152 "X934" "ENSG00000158773" 161009041 161015767 6727 "-" 54 "upstream" 54 "USF1"
"chr1" 145516081 145516254 174 "*" 0.503313485524507 "X935" "ENSG00000211451" 145509752 145516076 6325 "-" 4 "upstream" 4 "GNRHR2"
"chr1" 145516081 145516254 174 "*" 0.503313485524507 "X935" "ENSG00000131779" 145516252 145523730 7479 "+" 0 "overlapStart" 0 "PEX11B"
"chr1" 222885781 222886071 291 "*" 0.503163619708965 "X936" "ENSG00000162819" 222885895 222908538 22644 "+" 0 "overlapStart" 0 "BROX"
"chr1" 222885781 222886071 291 "*" 0.503163619708965 "X936" "ENSG00000186063" 222841355 222886552 45198 "-" 0 "inside" 480 "AIDA"
"chr1" 222885781 222886071 291 "*" 0.503163619708965 "X936" "ENSG00000263877" 222881579 222881873 295 "-" 3907 "upstream" 3907 "RN7SL276P"
"chr1" 171750501 171750926 426 "*" 0.503148778209659 "X937" "ENSG00000010165" 171750788 171783163 32376 "+" 0 "overlapStart" 0 "METTL13"
"chr1" 46016331 46016580 250 "*" 0.502968330181408 "X938" "ENSG00000117448" 46016215 46035721 19507 "+" 0 "inside" 115 "AKR1A1"
"chr1" 244211782 244212074 293 "*" 0.50280424275157 "X939" "ENSG00000179456" 244214585 244220778 6194 "+" 2510 "upstream" 2510 "ZBTB18"
"chr1" 32860059 32860567 509 "*" 0.502739410316379 "X940" "ENSG00000160058" 32830704 32860332 29629 "-" 0 "overlapStart" 0 "BSDC1"
"chr1" 231004185 231004507 323 "*" 0.502712379064179 "X941" "ENSG00000119280" 230972865 231005335 32471 "-" 0 "inside" 827 "C1orf198"
"chr1" 19578562 19578805 244 "*" 0.50260945114184 "X942" "ENSG00000053372" 19578033 19586622 8590 "+" 0 "inside" 528 "MRTO4"
"chr1" 19578562 19578805 244 "*" 0.50260945114184 "X942" "ENSG00000127463" 19542158 19578046 35889 "-" 515 "upstream" 515 "EMC1"
"chr1" 25943841 25944102 262 "*" 0.502445868322344 "X943" "ENSG00000117643" 25943959 26112698 168740 "+" 0 "overlapStart" 0 "MAN1C1"
"chr1" 92764419 92764574 156 "*" 0.501955547787479 "X944" "ENSG00000122484" 92764522 92867613 103092 "+" 0 "overlapStart" 0 "RPAP2"
"chr1" 92764419 92764574 156 "*" 0.501955547787479 "X944" "ENSG00000174842" 92711959 92764544 52586 "-" 0 "overlapStart" 0 "GLMN"
"chr1" 185286441 185286722 282 "*" 0.501824557479143 "X945" "ENSG00000116679" 185265520 185286461 20942 "-" 0 "overlapStart" 0 "IVNS1ABP"
"chr1" 185286441 185286722 282 "*" 0.501824557479143 "X945" "ENSG00000273004" 185286911 185287662 752 "+" 188 "upstream" 188 "GS1-279B7.2"
"chr1" 1510437 1510724 288 "*" 0.501631720535052 "X946" "ENSG00000160075" 1477053 1510249 33197 "-" 187 "upstream" 187 "SSU72"
"chr1" 1510437 1510724 288 "*" 0.501631720535052 "X946" "ENSG00000215014" 1510355 1511373 1019 "+" 0 "inside" 81 "AL645728.1"
"chr1" 1510437 1510724 288 "*" 0.501631720535052 "X946" "ENSG00000236684" 1515136 1515379 244 "+" 4411 "upstream" 4411 "AL645728.3"
"chr1" 9599380 9599419 40 "*" 0.501587328912574 "X947" "ENSG00000171612" 9599541 9645237 45697 "+" 121 "upstream" 121 "SLC25A33"
"chr1" 244998532 244998759 228 "*" 0.50150793031655 "X948" "ENSG00000203667" 244998624 245008359 9736 "+" 0 "overlapStart" 0 "COX20"
"chr1" 24117398 24117530 133 "*" 0.501496569819539 "X949" "ENSG00000011009" 24117460 24122029 4570 "+" 0 "overlapStart" 0 "LYPLA2"
"chr1" 43232911 43233211 301 "*" 0.501375892086087 "X950" "ENSG00000117385" 43212006 43232755 20750 "-" 155 "upstream" 155 "LEPRE1"
"chr1" 43232911 43233211 301 "*" 0.501375892086087 "X950" "LRG_5" 43212006 43232755 20750 "-" 155 "upstream" 155 "LRG_5"
"chr1" 43232911 43233211 301 "*" 0.501375892086087 "X950" "ENSG00000164008" 43232940 43263968 31029 "+" 0 "overlapStart" 0 "C1orf50"
"chr1" 89357260 89357418 159 "*" 0.501243841598328 "X951" "ENSG00000137947" 89318615 89357627 39013 "-" 0 "inside" 208 "GTF2B"
"chr1" 67896128 67896194 67 "*" 0.501035563791092 "X952" "ENSG00000142864" 67873493 67896098 22606 "-" 29 "upstream" 29 "SERBP1"
"chr1" 28969692 28969881 190 "*" 0.501006678651321 "X953" "ENSG00000120656" 28915835 28969597 53763 "-" 94 "upstream" 94 "TAF12"
"chr1" 28969692 28969881 190 "*" 0.501006678651321 "X953" "ENSG00000229388" 28969740 28975093 5354 "+" 0 "overlapStart" 0 "RP11-442N24__B.1"
"chr1" 11865642 11866085 444 "*" 0.500933462696671 "X954" "ENSG00000011021" 11866207 11903201 36995 "+" 121 "upstream" 121 "CLCN6"
"chr1" 11865642 11866085 444 "*" 0.500933462696671 "X954" "ENSG00000177000" 11845780 11866977 21198 "-" 0 "inside" 891 "MTHFR"
"chr1" 246729501 246729875 375 "*" 0.500930365533239 "X955" "ENSG00000162851" 246703862 246729626 25765 "-" 0 "overlapStart" 0 "TFB2M"
"chr1" 246729501 246729875 375 "*" 0.500930365533239 "X955" "ENSG00000162852" 246729746 246831886 102141 "+" 0 "overlapStart" 0 "CNST"
"chr1" 110090953 110091086 134 "*" 0.500889108452144 "X956" "ENSG00000254942" 110082528 110086459 3932 "-" 4493 "upstream" 4493 "RP5-1160K1.8"
"chr1" 110090953 110091086 134 "*" 0.500889108452144 "X956" "ENSG00000065135" 110091233 110136975 45743 "+" 146 "upstream" 146 "GNAI3"
"chr1" 205180539 205180802 264 "*" 0.500823092716987 "X958" "ENSG00000133059" 205111632 205180727 69096 "-" 0 "overlapStart" 0 "DSTYK"
"chr1" 43424767 43425022 256 "*" 0.500816889096157 "X959" "ENSG00000117394" 43391052 43424530 33479 "-" 236 "upstream" 236 "SLC2A1"
"chr1" 43424767 43425022 256 "*" 0.500816889096157 "X959" "ENSG00000227533" 43424720 43449029 24310 "+" 0 "inside" 46 "SLC2A1-AS1"
"chr1" 98386209 98386915 707 "*" 0.500774746565576 "X960" "ENSG00000188641" 97543299 98386605 843307 "-" 0 "overlapStart" 0 "DPYD"
"chr1" 242011104 242011433 330 "*" 0.500701382416538 "X961" "ENSG00000174371" 242011269 242058450 47182 "+" 0 "overlapStart" 0 "EXO1"
"chr1" 160312929 160313057 129 "*" 0.500583786987879 "X962" "ENSG00000162736" 160313062 160328742 15681 "+" 4 "upstream" 4 "NCSTN"
"chr1" 160312929 160313057 129 "*" 0.500583786987879 "X962" "ENSG00000122218" 160259063 160313190 54128 "-" 0 "inside" 132 "COPA"
"chr1" 150601711 150601807 97 "*" 0.500448662203868 "X963" "ENSG00000143420" 150573327 150602088 28762 "-" 0 "inside" 280 "ENSA"
"chr1" 145575570 145575797 228 "*" 0.500424956183819 "X964" "ENSG00000131788" 145575233 145586546 11314 "+" 0 "inside" 336 "PIAS3"
"chr1" 226595334 226595578 245 "*" 0.500405361367133 "X965" "ENSG00000143799" 226548392 226595780 47389 "-" 0 "inside" 201 "PARP1"
"chr1" 38478330 38478620 291 "*" 0.500378544301072 "X966" "ENSG00000183520" 38474930 38490496 15567 "+" 0 "inside" 3399 "UTP11L"
"chr1" 159895302 159895664 363 "*" 0.500372351930941 "X967" "ENSG00000158710" 159887897 159895522 7626 "-" 0 "overlapStart" 0 "TAGLN2"
"chr1" 182808220 182808363 144 "*" 0.500338317522922 "X968" "ENSG00000135829" 182808504 182856886 48383 "+" 140 "upstream" 140 "DHX9"
"chr1" 219347110 219347458 349 "*" 0.500272304713777 "X969" "ENSG00000143353" 219347186 219386207 39022 "+" 0 "overlapStart" 0 "LYPLAL1"
"chr1" 219347110 219347458 349 "*" 0.500272304713777 "X969" "ENSG00000228063" 219259944 219347303 87360 "-" 0 "overlapStart" 0 "RP11-135J2.4"
"chr1" 234509013 234509457 445 "*" 0.500263021831684 "X970" "ENSG00000168275" 234509202 234519795 10594 "+" 0 "overlapStart" 0 "COA6"
"chr1" 234509013 234509457 445 "*" 0.500263021831684 "X970" "ENSG00000231663" 234508553 234509339 787 "-" 0 "overlapStart" 0 "RP5-827C21.4"
"chrX" 41193241 41193620 380 "*" 0.500251672958149 "X971" "ENSG00000215301" 41192651 41223725 31075 "+" 0 "inside" 589 "DDX3X"
"chr1" 40626963 40627063 101 "*" 0.500249612503806 "X972" "ENSG00000117000" 40627045 40706593 79549 "+" 0 "overlapStart" 0 "RLF"
